"ID","X","Y","Elevation","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E025.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
1638,25.8481999948,-17.9308418332,847.123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,847.123 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170.1,1167577.5,173.56,1167611.9,11.5,20.3%,1203
1639,25.8531464379,-17.9311382844,810.635,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,525.08,1168102.6,526.35,1168138.2,4.0,6.9%,1204
1640,25.8587085757,-17.9315313841,769.574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,769.574 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,590.89,1168693.5,592.31,1168730.5,4.0,6.9%,1204
1641,25.8595185477,-17.9315886205,768.638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,768.638 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.047,1168779.6,86.052,1168816.6,0.6,1.1%,1205
1642,25.8591548924,-17.9322150170,804.823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,804.823 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.315,1168858.9,87.18,1168903.8,24.5,45.6%,1206
1643,25.8579419490,-17.9330972021,799.426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161.39,1169020.3,161.48,1169065.3,1.9,3.3%,1207
1644,25.8502056603,-17.9356281790,770.461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,770.461 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,866.16,1169886.4,866.65,1169931.9,1.9,3.3%,1208
1645,25.8463802010,-17.9373866307,784.138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,784.138 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,449.59,1170336,449.8,1170381.7,1.7,3.0%,1209
1646,25.8463857796,-17.9413374687,842.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437.28,1170773.3,441.15,1170822.9,7.6,13.3%,1210
1647,25.8457264433,-17.9442352349,886.187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,886.187 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,328.24,1171101.5,331.15,1171154,7.6,13.3%,1211
1648,25.8473830450,-17.9446605519,894.792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,894.792 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,181.7,1171283.2,181.9,1171335.9,2.7,4.7%,1212
1649,25.8482175678,-17.9448461461,892.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892.34 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.763,1171374,90.796,1171426.7,1.5,2.7%,1212
1650,25.8507445393,-17.9454081173,834.739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,274.83,1171648.8,280.8,1171707.5,11.8,21.0%,1213
1651,25.8518726619,-17.9455579869,809.452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120.66,1171769.5,123.28,1171830.8,11.8,21.0%,1214
1652,25.8522856224,-17.9467373249,780.599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,780.599 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.67,1171907.2,140.66,1171971.4,11.8,21.0%,1215
1653,25.8522567142,-17.9492043654,880.936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,880.936 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.07,1172180.2,290.92,1172262.4,20.2,36.7%,1216
1654,25.8553691327,-17.9425674620,879.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,879.72 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,805.18,1172985.4,805.18,1173067.5,0.1,0.2%,1217
1655,25.8553681305,-17.9425842057,879.286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,879.286 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.856,1172987.3,1.906,1173069.4,13.1,23.4%,1218
1656,25.8554687367,-17.9477288470,760.928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760.928 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,569.51,1173556.8,581.68,1173651.1,11.7,20.8%,1219
1657,25.8570404019,-17.9484475602,756.952,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,756.952 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,184.52,1173741.3,184.57,1173835.7,1.2,2.2%,1220
1658,25.8587539484,-17.9491253257,751.119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,751.119 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196.41,1173937.7,196.5,1174032.2,1.7,3.0%,1221
1659,25.8597136220,-17.9496446947,755.425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,755.425 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.79,1174054.5,116.87,1174149,2.1,3.7%,1221
1660,25.8616105079,-17.9506712594,754.624,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,754.624 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.84,1174285.3,230.85,1174379.9,0.2,0.3%,1222
1661,25.8602875958,-17.9540435347,749.931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,749.931 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,398.68,1174684,398.71,1174778.6,0.7,1.2%,1223
1662,25.8589248636,-17.9562390679,764.694,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,764.694 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,282.65,1174966.7,283.03,1175061.6,3.0,5.2%,1224
1663,25.8581505855,-17.9579115670,759.583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,759.583 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202.47,1175169.1,202.53,1175264.2,1.4,2.5%,1225
1664,25.8573796797,-17.9604562093,752.297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,752.297 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,293.24,1175462.4,293.33,1175557.5,1.4,2.5%,1226
1665,25.8567266220,-17.9623183943,760.963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760.963 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217.41,1175679.8,217.58,1175775.1,2.3,4.0%,1227
1666,25.8573631967,-17.9654128212,731.414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,731.414 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,349.07,1176028.9,350.31,1176125.4,4.8,8.5%,1228
1667,25.8574919488,-17.9673708488,737.833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,737.833 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217.14,1176246,217.24,1176342.6,1.7,3.0%,1229
1668,25.8590626723,-17.9680111940,738.582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,738.582 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180.84,1176426.8,180.85,1176523.5,0.2,0.4%,1230
1669,25.8615368252,-17.9687233915,734.215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,734.215 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.67,1176700.5,273.7,1176797.2,0.9,1.6%,1231
1670,25.8618114889,-17.9688905345,733.107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,733.107 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.477,1176735,34.495,1176831.7,1.8,3.2%,1231
1671,25.8626009790,-17.9693709654,730.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,730.987 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.099,1176834.1,99.122,1176930.8,1.2,2.1%,1232
1672,25.8621283117,-17.9703186617,732.919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,732.919 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.23,1176950.3,116.24,1177047,1.0,1.7%,1233
1673,25.8618651681,-17.9714991278,733.589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,733.589 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133.59,1177083.9,133.6,1177180.6,0.3,0.5%,1234
1674,25.8610966611,-17.9722246645,740.381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,740.381 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.34,1177198.3,114.55,1177295.2,3.4,5.9%,1235
1675,25.8589396239,-17.9731633365,735.497,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,735.497 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250.99,1177449.2,251.04,1177546.2,1.1,1.9%,1236
1676,25.8572140671,-17.9738207039,733.516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,733.516 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196.72,1177646,196.73,1177743,0.6,1.0%,1237
1677,25.8583187186,-17.9751288727,713.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,713.15 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,186.16,1177832.1,187.27,1177930.2,6.2,10.9%,1238
1678,25.8592256330,-17.9761572827,726.464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726.464 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148.94,1177981.1,149.54,1178079.8,5.1,8.9%,1239
1679,25.8646329719,-17.9751287232,737.969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,737.969 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,583.95,1178565,584.06,1178663.8,1.1,2.0%,1240
1680,25.8726570819,-17.9748503837,725.949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,725.949 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,850.47,1179415.5,850.56,1179514.4,0.8,1.4%,1240
1681,25.8758682959,-17.9747389281,741.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,741.51 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340.36,1179755.8,340.71,1179855.1,2.6,4.6%,1241
1682,25.8781214472,-17.9751507058,745.778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,745.778 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,242.97,1179998.8,243,1180098.1,1.0,1.8%,1242
1683,25.8802942130,-17.9753212206,719.788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,719.788 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.91,1180229.7,232.37,1180330.5,6.4,11.3%,1243
1684,25.8813188773,-17.9755394528,716.857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,716.857 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.19,1180340.9,111.23,1180441.7,1.5,2.6%,1244
1685,25.8793335333,-17.9772670664,727.237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,727.237 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,284.22,1180625.1,284.41,1180726.1,2.1,3.7%,1245
1686,25.8815500491,-17.9783336159,717.291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,717.291 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262.78,1180887.9,262.96,1180989.1,2.2,3.8%,1246
1687,25.8828409911,-17.9791899594,715.187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,715.187 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166.37,1181054.3,166.38,1181155.4,0.7,1.3%,1247
1688,25.8826567798,-17.9809692964,728.688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728.688 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197.9,1181252.2,198.36,1181353.8,3.9,6.8%,1248
1689,25.8905748975,-17.9801292761,724.617,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,724.617 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,843.8,1182096,843.81,1182197.6,0.3,0.5%,1248
1690,25.8908627537,-17.9800987347,726.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726.32 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.676,1182126.6,30.723,1182228.3,3.2,5.6%,1249
1691,25.8924676949,-17.9772325152,900.691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900.691 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,359.91,1182486.6,399.92,1182628.3,25.8,48.4%,1250
1692,25.8928230476,-17.9833492536,902.913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,902.913 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,678.05,1183164.6,678.05,1183306.3,0.2,0.3%,1251
1693,25.8946882099,-17.9797830240,708.616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,708.616 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,441.39,1183606,482.26,1183788.6,23.8,44.0%,1252
1694,25.8970459413,-17.9802872978,715.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,715.016 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,255.88,1183861.9,255.96,1184044.5,1.4,2.5%,1253
1695,25.8981605413,-17.9816009092,716.597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,716.597 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,187.28,1184049.2,187.29,1184231.8,0.5,0.8%,1254
1696,25.8999287564,-17.9823115360,706.553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,706.553 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203.13,1184252.3,203.38,1184435.2,2.8,4.9%,1255
1697,25.9021678903,-17.9840049851,715.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,715.896 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,302.28,1184554.6,302.43,1184737.6,1.8,3.1%,1256
1698,25.9042620843,-17.9839487327,714.072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,714.072 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,221.89,1184776.5,221.9,1184959.5,0.5,0.8%,1256
1699,25.9100452944,-17.9837933091,700.892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,700.892 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,612.77,1185389.2,612.91,1185572.4,1.2,2.2%,1257
1700,25.9106739256,-17.9890626245,697.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,697.774 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,587,1185976.2,587.01,1186159.4,0.3,0.5%,1258
1701,25.9120765210,-17.9932779292,722.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,489.63,1186465.9,490.24,1186649.7,2.9,5.0%,1259
1702,25.9145363961,-17.9954227545,739.765,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,739.765 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,352.46,1186818.3,352.89,1187002.6,2.9,5.0%,1260
1703,25.9177715918,-17.9963620688,700.785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,700.785 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,358.06,1187176.4,360.17,1187362.7,6.2,10.9%,1261
1704,25.9204200833,-17.9964256580,699.452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,699.452 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280.58,1187456.9,280.59,1187643.3,0.3,0.5%,1261
1705,25.9217544772,-17.9964576859,701.236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,701.236 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.37,1187598.3,141.38,1187784.7,0.7,1.3%,1262
1706,25.9316801433,-17.9942317120,699.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,699.235 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1079.7,1188678,1079.7,1188864.4,0.1,0.2%,1263
1707,25.9405340433,-17.9921964084,693.398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,693.398 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,964.39,1189642.4,964.4,1189828.8,0.3,0.6%,1264
1708,25.9435994955,-17.9951314086,694.318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,694.318 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,459.27,1190101.7,459.27,1190288.1,0.1,0.2%,1265
1709,25.9439147715,-17.9952474974,694.136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,694.136 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.777,1190137.4,35.777,1190323.9,0.3,0.5%,1265
1710,25.9470096744,-17.9963870624,696.078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,696.078 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,351.2,1190488.6,351.21,1190675.1,0.3,0.6%,1266
1711,25.9497192680,-17.9969451319,689.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,689.774 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,293.54,1190782.2,293.6,1190968.7,1.2,2.1%,1267
